time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,position_0,position_6,position_3,position_1,position_2,position_4,position_5,position_7
1970/01/01 01:06:50.333000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.3252269115472777e-08,0.999998977938414,-4.709183044884616e-08,-0.0003550338658907,5.582856117096066e-07,-0.0003061645442797,-2.1552306882729293e-06,0.0035206459441675,1.7115460000169926e-06,0.6658716018954357
1970/01/01 01:06:50.343000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.3252269115473363e-08,0.999998977938414,-4.7091830448846115e-08,-0.0003550338658907,5.582856117096068e-07,-0.0003061645442797,-2.1552306882729293e-06,0.0035206459441675,1.7115460000169932e-06,0.6658716018954357
1970/01/01 01:06:50.353000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.3252269115473413e-08,0.999998977938414,-4.7091830448846055e-08,-0.0003550338658907,5.582856117096066e-07,-0.0003061645442797,-2.1552306882729298e-06,0.0035206459441675,1.7115460000169936e-06,0.6658716018954357
1970/01/01 01:06:50.363000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.325226911547368e-08,0.999998977938414,-4.7091830448846135e-08,-0.0003550338658907,5.58285611709607e-07,-0.0003061645442797,-2.1552306882729306e-06,0.0035206459441675,1.7115460000169945e-06,0.6658716018954357
1970/01/01 01:06:50.373000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.32522691154732e-08,0.999998977938414,-4.7091830448846055e-08,-0.0003550338658907,5.582856117096065e-07,-0.0003061645442797,-2.1552306882729298e-06,0.0035206459441675,1.7115460000169932e-06,0.6658716018954357
1970/01/01 01:06:50.383000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.325226911547304e-08,0.999998977938414,-4.7091830448846055e-08,-0.0003550338658907,5.582856117096064e-07,-0.0003061645442797,-2.1552306882729298e-06,0.0035206459441675,1.711546000016994e-06,0.6658716018954357
1970/01/01 01:06:50.393000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.3252269115473307e-08,0.999998977938414,-4.7091830448846055e-08,-0.0003550338658907,5.582856117096066e-07,-0.0003061645442797,-2.155230688272931e-06,0.0035206459441675,1.7115460000169947e-06,0.6658716018954357
1970/01/01 01:06:50.402000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.3252269115473092e-08,0.999998977938414,-4.709183044884616e-08,-0.0003550338658907,5.582856117096071e-07,-0.0003061645442797,-2.1552306882729315e-06,0.0035206459441675,1.7115460000169945e-06,0.6658716018954357
1970/01/01 01:06:50.412000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.325226911547283e-08,0.999998977938414,-4.709183044884616e-08,-0.0003550338658907,5.582856117096067e-07,-0.0003061645442797,-2.1552306882729306e-06,0.0035206459441675,1.7115460000169934e-06,0.6658716018954357
1970/01/01 01:06:50.423000000,0.0001215843736671,-0.0248596002567207,1.1873839900898984,3.670189158591092e-06,0.0014297232799959,-2.325226911547283e-08,0.999998977938414,-4.7091830448846194e-08,-0.0003550338658907,5.58285611709607e-07,-0.0003061645442797,-2.155230688272931e-06,0.0035206459441675,1.7115460000169945e-06,0.6658716018954357
