time,clock_secs,clock_nsecs
2024/11/25 17:43:28.139519464,11884,222000000
2024/11/25 17:43:28.140322639,11884,223000000
2024/11/25 17:43:28.141339087,11884,224000000
2024/11/25 17:43:28.142426837,11884,225000000
2024/11/25 17:43:28.143339389,11884,226000000
2024/11/25 17:43:28.144395958,11884,227000000
2024/11/25 17:43:28.145431207,11884,228000000
2024/11/25 17:43:28.146451201,11884,229000000
2024/11/25 17:43:28.147514224,11884,230000000
2024/11/25 17:43:28.148475048,11884,231000000
2024/11/25 17:43:28.149553212,11884,232000000
2024/11/25 17:43:28.150540192,11884,233000000
2024/11/25 17:43:28.151697518,11884,234000000
2024/11/25 17:43:28.152876812,11884,235000000
2024/11/25 17:43:28.153908642,11884,236000000
2024/11/25 17:43:28.154920023,11884,237000000
2024/11/25 17:43:28.155931607,11884,238000000
2024/11/25 17:43:28.156787715,11884,239000000
2024/11/25 17:43:28.157787126,11884,240000000
2024/11/25 17:43:28.158732788,11884,241000000
2024/11/25 17:43:28.159867349,11884,242000000
2024/11/25 17:43:28.160905005,11884,243000000
2024/11/25 17:43:28.161908956,11884,244000000
2024/11/25 17:43:28.162948486,11884,245000000
2024/11/25 17:43:28.164021301,11884,246000000
2024/11/25 17:43:28.165072652,11884,247000000
2024/11/25 17:43:28.166052591,11884,248000000
2024/11/25 17:43:28.167063453,11884,249000000
2024/11/25 17:43:28.168275891,11884,250000000
2024/11/25 17:43:28.169207795,11884,251000000
2024/11/25 17:43:28.170365053,11884,252000000
2024/11/25 17:43:28.171392813,11884,253000000
2024/11/25 17:43:28.172349728,11884,254000000
2024/11/25 17:43:28.173382508,11884,255000000
2024/11/25 17:43:28.174184341,11884,256000000
2024/11/25 17:43:28.175191834,11884,257000000
2024/11/25 17:43:28.176185341,11884,258000000
2024/11/25 17:43:28.177276588,11884,259000000
2024/11/25 17:43:28.178195696,11884,260000000
2024/11/25 17:43:28.179183453,11884,261000000
2024/11/25 17:43:28.180188436,11884,262000000
2024/11/25 17:43:28.181214756,11884,263000000
2024/11/25 17:43:28.182193706,11884,264000000
2024/11/25 17:43:28.183236092,11884,265000000
2024/11/25 17:43:28.184196777,11884,266000000
2024/11/25 17:43:28.185240666,11884,267000000
2024/11/25 17:43:28.186244818,11884,268000000
2024/11/25 17:43:28.187214368,11884,269000000
2024/11/25 17:43:28.188191674,11884,270000000
2024/11/25 17:43:28.189227915,11884,271000000
2024/11/25 17:43:28.190263193,11884,272000000
2024/11/25 17:43:28.191213068,11884,273000000
2024/11/25 17:43:28.192232188,11884,274000000
2024/11/25 17:43:28.193313261,11884,275000000
2024/11/25 17:43:28.194333414,11884,276000000
2024/11/25 17:43:28.195340828,11884,277000000
2024/11/25 17:43:28.196304639,11884,278000000
2024/11/25 17:43:28.197344049,11884,279000000
2024/11/25 17:43:28.198328125,11884,280000000
2024/11/25 17:43:28.199398820,11884,281000000
2024/11/25 17:43:28.200486251,11884,282000000
2024/11/25 17:43:28.201657516,11884,283000000
2024/11/25 17:43:28.202647369,11884,284000000
2024/11/25 17:43:28.203452072,11884,285000000
2024/11/25 17:43:28.204520011,11884,286000000
2024/11/25 17:43:28.205598494,11884,287000000
2024/11/25 17:43:28.206559965,11884,288000000
2024/11/25 17:43:28.207776890,11884,289000000
2024/11/25 17:43:28.208977170,11884,290000000
2024/11/25 17:43:28.209851296,11884,291000000
2024/11/25 17:43:28.210885155,11884,292000000
2024/11/25 17:43:28.211778108,11884,293000000
2024/11/25 17:43:28.212722073,11884,294000000
2024/11/25 17:43:28.213746611,11884,295000000
2024/11/25 17:43:28.214805144,11884,296000000
2024/11/25 17:43:28.215891181,11884,297000000
2024/11/25 17:43:28.216858474,11884,298000000
2024/11/25 17:43:28.217946733,11884,299000000
2024/11/25 17:43:28.219130628,11884,300000000
2024/11/25 17:43:28.220236319,11884,301000000
2024/11/25 17:43:28.221280476,11884,302000000
2024/11/25 17:43:28.222305108,11884,303000000
2024/11/25 17:43:28.223030103,11884,304000000
2024/11/25 17:43:28.224065947,11884,305000000
2024/11/25 17:43:28.225089794,11884,306000000
2024/11/25 17:43:28.226089170,11884,307000000
2024/11/25 17:43:28.227081319,11884,308000000
2024/11/25 17:43:28.228085290,11884,309000000
2024/11/25 17:43:28.229061032,11884,310000000
2024/11/25 17:43:28.230088594,11884,311000000
2024/11/25 17:43:28.231094980,11884,312000000
2024/11/25 17:43:28.232119676,11884,313000000
2024/11/25 17:43:28.233108536,11884,314000000
2024/11/25 17:43:28.234213401,11884,315000000
2024/11/25 17:43:28.235488953,11884,316000000
2024/11/25 17:43:28.236424998,11884,317000000
2024/11/25 17:43:28.237470171,11884,318000000
2024/11/25 17:43:28.238521300,11884,319000000
2024/11/25 17:43:28.239429123,11884,320000000
2024/11/25 17:43:28.240466731,11884,321000000
2024/11/25 17:43:28.241335926,11884,322000000
2024/11/25 17:43:28.242388226,11884,323000000
2024/11/25 17:43:28.243398183,11884,324000000
2024/11/25 17:43:28.244347313,11884,325000000
2024/11/25 17:43:28.245333499,11884,326000000
2024/11/25 17:43:28.246338905,11884,327000000
2024/11/25 17:43:28.247366841,11884,328000000
2024/11/25 17:43:28.248337210,11884,329000000
2024/11/25 17:43:28.249352325,11884,330000000
2024/11/25 17:43:28.250410574,11884,331000000
2024/11/25 17:43:28.251430167,11884,332000000
2024/11/25 17:43:28.252804839,11884,333000000
2024/11/25 17:43:28.253659915,11884,334000000
2024/11/25 17:43:28.254579322,11884,335000000
2024/11/25 17:43:28.255742773,11884,336000000
2024/11/25 17:43:28.256558721,11884,337000000
2024/11/25 17:43:28.257638236,11884,338000000
2024/11/25 17:43:28.258721153,11884,339000000
2024/11/25 17:43:28.259640426,11884,340000000
2024/11/25 17:43:28.260680766,11884,341000000
2024/11/25 17:43:28.261738754,11884,342000000
2024/11/25 17:43:28.262799336,11884,343000000
2024/11/25 17:43:28.263729378,11884,344000000
2024/11/25 17:43:28.264809139,11884,345000000
2024/11/25 17:43:28.265858671,11884,346000000
2024/11/25 17:43:28.266974336,11884,347000000
2024/11/25 17:43:28.268062556,11884,348000000
2024/11/25 17:43:28.269214222,11884,349000000
2024/11/25 17:43:28.270267207,11884,350000000
2024/11/25 17:43:28.271352750,11884,351000000
2024/11/25 17:43:28.272277963,11884,352000000
2024/11/25 17:43:28.273312689,11884,353000000
2024/11/25 17:43:28.274246477,11884,354000000
2024/11/25 17:43:28.275183513,11884,355000000
2024/11/25 17:43:28.276176014,11884,356000000
2024/11/25 17:43:28.277272863,11884,357000000
2024/11/25 17:43:28.278172488,11884,358000000
2024/11/25 17:43:28.279178706,11884,359000000
2024/11/25 17:43:28.280169499,11884,360000000
2024/11/25 17:43:28.281255999,11884,361000000
2024/11/25 17:43:28.282189140,11884,362000000
2024/11/25 17:43:28.283225335,11884,363000000
2024/11/25 17:43:28.284300348,11884,364000000
2024/11/25 17:43:28.285241390,11884,365000000
2024/11/25 17:43:28.286274406,11884,366000000
2024/11/25 17:43:28.287333490,11884,367000000
2024/11/25 17:43:28.288371969,11884,368000000
2024/11/25 17:43:28.289626917,11884,369000000
2024/11/25 17:43:28.290652463,11884,370000000
2024/11/25 17:43:28.291870272,11884,371000000
2024/11/25 17:43:28.292806111,11884,372000000
2024/11/25 17:43:28.293823092,11884,373000000
2024/11/25 17:43:28.294639691,11884,374000000
2024/11/25 17:43:28.295680422,11884,375000000
2024/11/25 17:43:28.296691199,11884,376000000
2024/11/25 17:43:28.297707011,11884,377000000
2024/11/25 17:43:28.298797717,11884,378000000
2024/11/25 17:43:28.299786004,11884,379000000
2024/11/25 17:43:28.300821064,11884,380000000
2024/11/25 17:43:28.301878582,11884,381000000
2024/11/25 17:43:28.302859377,11884,382000000
2024/11/25 17:43:28.303918273,11884,383000000
2024/11/25 17:43:28.304889252,11884,384000000
2024/11/25 17:43:28.305937312,11884,385000000
2024/11/25 17:43:28.306969638,11884,386000000
2024/11/25 17:43:28.308015823,11884,387000000
2024/11/25 17:43:28.309115275,11884,388000000
2024/11/25 17:43:28.310362822,11884,389000000
2024/11/25 17:43:28.311322340,11884,390000000
2024/11/25 17:43:28.312514130,11884,391000000
2024/11/25 17:43:28.313435337,11884,392000000
2024/11/25 17:43:28.314454091,11884,393000000
2024/11/25 17:43:28.315538011,11884,394000000
2024/11/25 17:43:28.316640536,11884,395000000
2024/11/25 17:43:28.317754393,11884,396000000
2024/11/25 17:43:28.318749754,11884,397000000
2024/11/25 17:43:28.320013871,11884,398000000
2024/11/25 17:43:28.320840373,11884,399000000
2024/11/25 17:43:28.321759769,11884,400000000
2024/11/25 17:43:28.322532584,11884,401000000
2024/11/25 17:43:28.323541579,11884,402000000
2024/11/25 17:43:28.324587854,11884,403000000
2024/11/25 17:43:28.325652378,11884,404000000
2024/11/25 17:43:28.326692230,11884,405000000
2024/11/25 17:43:28.327743365,11884,406000000
2024/11/25 17:43:28.328692295,11884,407000000
2024/11/25 17:43:28.329739496,11884,408000000
2024/11/25 17:43:28.330765771,11884,409000000
2024/11/25 17:43:28.331846508,11884,410000000
2024/11/25 17:43:28.332869552,11884,411000000
2024/11/25 17:43:28.333833978,11884,412000000
2024/11/25 17:43:28.334934412,11884,413000000
2024/11/25 17:43:28.335979211,11884,414000000
2024/11/25 17:43:28.337013566,11884,415000000
2024/11/25 17:43:28.337915895,11884,416000000
2024/11/25 17:43:28.338998554,11884,417000000
2024/11/25 17:43:28.340037692,11884,418000000
2024/11/25 17:43:28.341092362,11884,419000000
2024/11/25 17:43:28.342085036,11884,420000000
2024/11/25 17:43:28.343171179,11884,421000000
2024/11/25 17:43:28.344180470,11884,422000000
2024/11/25 17:43:28.345146809,11884,423000000
2024/11/25 17:43:28.346164500,11884,424000000
2024/11/25 17:43:28.347216179,11884,425000000
2024/11/25 17:43:28.348172895,11884,426000000
2024/11/25 17:43:28.349167993,11884,427000000
2024/11/25 17:43:28.350157462,11884,428000000
2024/11/25 17:43:28.351493920,11884,429000000
2024/11/25 17:43:28.352468191,11884,430000000
2024/11/25 17:43:28.353690492,11884,431000000
2024/11/25 17:43:28.354559377,11884,432000000
2024/11/25 17:43:28.355689523,11884,433000000
2024/11/25 17:43:28.356706007,11884,434000000
2024/11/25 17:43:28.357730729,11884,435000000
2024/11/25 17:43:28.358783384,11884,436000000
2024/11/25 17:43:28.359893826,11884,437000000
2024/11/25 17:43:28.360881116,11884,438000000
2024/11/25 17:43:28.361985327,11884,439000000
2024/11/25 17:43:28.362893344,11884,440000000
2024/11/25 17:43:28.363842932,11884,441000000
2024/11/25 17:43:28.364785425,11884,442000000
2024/11/25 17:43:28.365900842,11884,443000000
2024/11/25 17:43:28.366907492,11884,444000000
2024/11/25 17:43:28.367925534,11884,445000000
2024/11/25 17:43:28.369131796,11884,446000000
2024/11/25 17:43:28.370623450,11884,447000000
2024/11/25 17:43:28.371271407,11884,448000000
2024/11/25 17:43:28.372357193,11884,449000000
2024/11/25 17:43:28.373447438,11884,450000000
2024/11/25 17:43:28.374164292,11884,451000000
2024/11/25 17:43:28.375166274,11884,452000000
2024/11/25 17:43:28.376143342,11884,453000000
2024/11/25 17:43:28.377168646,11884,454000000
2024/11/25 17:43:28.378161465,11884,455000000
2024/11/25 17:43:28.379131268,11884,456000000
2024/11/25 17:43:28.380183281,11884,457000000
2024/11/25 17:43:28.381182263,11884,458000000
2024/11/25 17:43:28.382162308,11884,459000000
2024/11/25 17:43:28.383157809,11884,460000000
2024/11/25 17:43:28.384225785,11884,461000000
2024/11/25 17:43:28.385269465,11884,462000000
2024/11/25 17:43:28.386540965,11884,463000000
2024/11/25 17:43:28.387510696,11884,464000000
2024/11/25 17:43:28.388323857,11884,465000000
2024/11/25 17:43:28.389299382,11884,466000000
2024/11/25 17:43:28.390376384,11884,467000000
2024/11/25 17:43:28.391364948,11884,468000000
2024/11/25 17:43:28.392351758,11884,469000000
2024/11/25 17:43:28.393441680,11884,470000000
2024/11/25 17:43:28.394429517,11884,471000000
2024/11/25 17:43:28.395430776,11884,472000000
2024/11/25 17:43:28.396400754,11884,473000000
2024/11/25 17:43:28.397508195,11884,474000000
2024/11/25 17:43:28.398427373,11884,475000000
2024/11/25 17:43:28.399405367,11884,476000000
2024/11/25 17:43:28.400598544,11884,477000000
2024/11/25 17:43:28.401849212,11884,478000000
2024/11/25 17:43:28.402606136,11884,479000000
2024/11/25 17:43:28.403780310,11884,480000000
2024/11/25 17:43:28.404821017,11884,481000000
2024/11/25 17:43:28.405851187,11884,482000000
2024/11/25 17:43:28.406643174,11884,483000000
2024/11/25 17:43:28.407697571,11884,484000000
2024/11/25 17:43:28.408738382,11884,485000000
2024/11/25 17:43:28.409709276,11884,486000000
2024/11/25 17:43:28.410731503,11884,487000000
2024/11/25 17:43:28.411814836,11884,488000000
2024/11/25 17:43:28.412851679,11884,489000000
2024/11/25 17:43:28.413879119,11884,490000000
2024/11/25 17:43:28.414829653,11884,491000000
2024/11/25 17:43:28.415879588,11884,492000000
2024/11/25 17:43:28.416936909,11884,493000000
2024/11/25 17:43:28.417959724,11884,494000000
2024/11/25 17:43:28.419332517,11884,495000000
2024/11/25 17:43:28.420636583,11884,496000000
2024/11/25 17:43:28.421276768,11884,497000000
2024/11/25 17:43:28.422286748,11884,498000000
2024/11/25 17:43:28.423338782,11884,499000000
2024/11/25 17:43:28.424262879,11884,500000000
2024/11/25 17:43:28.425233408,11884,501000000
2024/11/25 17:43:28.426229364,11884,502000000
2024/11/25 17:43:28.427210277,11884,503000000
2024/11/25 17:43:28.428195924,11884,504000000
2024/11/25 17:43:28.429229581,11884,505000000
2024/11/25 17:43:28.430237583,11884,506000000
2024/11/25 17:43:28.431243312,11884,507000000
2024/11/25 17:43:28.432268821,11884,508000000
2024/11/25 17:43:28.433263383,11884,509000000
2024/11/25 17:43:28.434299258,11884,510000000
2024/11/25 17:43:28.435773644,11884,511000000
2024/11/25 17:43:28.436629911,11884,512000000
2024/11/25 17:43:28.437817672,11884,513000000
2024/11/25 17:43:28.438862203,11884,514000000
2024/11/25 17:43:28.439900338,11884,515000000
2024/11/25 17:43:28.440940354,11884,516000000
2024/11/25 17:43:28.441898393,11884,517000000
2024/11/25 17:43:28.442833837,11884,518000000
2024/11/25 17:43:28.443800930,11884,519000000
2024/11/25 17:43:28.444847272,11884,520000000
2024/11/25 17:43:28.445849544,11884,521000000
2024/11/25 17:43:28.446954462,11884,522000000
2024/11/25 17:43:28.448003774,11884,523000000
2024/11/25 17:43:28.449025787,11884,524000000
2024/11/25 17:43:28.450045128,11884,525000000
2024/11/25 17:43:28.451015446,11884,526000000
2024/11/25 17:43:28.452074564,11884,527000000
2024/11/25 17:43:28.453266350,11884,528000000
2024/11/25 17:43:28.454325424,11884,529000000
2024/11/25 17:43:28.455166649,11884,530000000
2024/11/25 17:43:28.456154064,11884,531000000
2024/11/25 17:43:28.457203464,11884,532000000
2024/11/25 17:43:28.458218359,11884,533000000
2024/11/25 17:43:28.459166174,11884,534000000
2024/11/25 17:43:28.460159086,11884,535000000
2024/11/25 17:43:28.461135609,11884,536000000
2024/11/25 17:43:28.462205958,11884,537000000
2024/11/25 17:43:28.463170159,11884,538000000
2024/11/25 17:43:28.464182284,11884,539000000
2024/11/25 17:43:28.465175139,11884,540000000
2024/11/25 17:43:28.466157631,11884,541000000
2024/11/25 17:43:28.467218631,11884,542000000
2024/11/25 17:43:28.468286287,11884,543000000
2024/11/25 17:43:28.469488648,11884,544000000
2024/11/25 17:43:28.470642762,11884,545000000
2024/11/25 17:43:28.471261235,11884,546000000
2024/11/25 17:43:28.472243882,11884,547000000
2024/11/25 17:43:28.473243603,11884,548000000
2024/11/25 17:43:28.474304223,11884,549000000
2024/11/25 17:43:28.475249509,11884,550000000
2024/11/25 17:43:28.476303353,11884,551000000
2024/11/25 17:43:28.477273771,11884,552000000
2024/11/25 17:43:28.478264760,11884,553000000
2024/11/25 17:43:28.479326264,11884,554000000
2024/11/25 17:43:28.480300327,11884,555000000
2024/11/25 17:43:28.481310537,11884,556000000
2024/11/25 17:43:28.482414576,11884,557000000
2024/11/25 17:43:28.483412155,11884,558000000
2024/11/25 17:43:28.484451564,11884,559000000
2024/11/25 17:43:28.485649939,11884,560000000
2024/11/25 17:43:28.486705324,11884,561000000
2024/11/25 17:43:28.487640086,11884,562000000
2024/11/25 17:43:28.488770663,11884,563000000
2024/11/25 17:43:28.489802274,11884,564000000
2024/11/25 17:43:28.490909586,11884,565000000
2024/11/25 17:43:28.491751751,11884,566000000
2024/11/25 17:43:28.492803230,11884,567000000
2024/11/25 17:43:28.493708668,11884,568000000
2024/11/25 17:43:28.494773767,11884,569000000
2024/11/25 17:43:28.495682648,11884,570000000
2024/11/25 17:43:28.496864339,11884,571000000
2024/11/25 17:43:28.497819879,11884,572000000
2024/11/25 17:43:28.498848834,11884,573000000
2024/11/25 17:43:28.499844281,11884,574000000
2024/11/25 17:43:28.500898592,11884,575000000
2024/11/25 17:43:28.502046887,11884,576000000
2024/11/25 17:43:28.503364007,11884,577000000
2024/11/25 17:43:28.504311435,11884,578000000
2024/11/25 17:43:28.505388663,11884,579000000
2024/11/25 17:43:28.506422170,11884,580000000
2024/11/25 17:43:28.507445370,11884,581000000
2024/11/25 17:43:28.508257370,11884,582000000
2024/11/25 17:43:28.509246435,11884,583000000
2024/11/25 17:43:28.510240337,11884,584000000
2024/11/25 17:43:28.511280130,11884,585000000
2024/11/25 17:43:28.512285226,11884,586000000
2024/11/25 17:43:28.513319883,11884,587000000
2024/11/25 17:43:28.514267543,11884,588000000
2024/11/25 17:43:28.515299945,11884,589000000
